Query,LOINC Code,Name,Component,System,Property,Measurement,Normalized_Score
glucose in blood,10967-8,glucose presence urine test strip 3 5 hour post 75 g glucose po,glucose 3 5h post 75 g glucose po,urine,prthr,presence,0.44107586
glucose in blood,1522-2,glucose mass volume serum plasma 30 minute post 0 5 g kg glucose iv,glucose 30m post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,0.4803766
glucose in blood,1525-5,glucose mass volume serum plasma 30 minute post 100 g glucose po,glucose 30m post 100 g glucose po,serum plasma,mass concentration,mass volume,0.47711846
glucose in blood,1527-1,glucose mass volume serum plasma 30 minute post 75 g glucose po,glucose 30m post 75 g glucose po,serum plasma,mass concentration,mass volume,0.4737943
glucose in blood,32319-6,glucose mole volume serum plasma 30 minute post 75 g glucose po,glucose 30m post 75 g glucose po,serum plasma,substance concentration,mole volume,0.46297976
glucose in blood,1530-5,glucose mass volume serum plasma 3 hour post 100 g glucose po,glucose 3h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.4786369
glucose in blood,14764-5,glucose mole volume serum plasma 3 hour post 100 g glucose po,glucose 3h post 100 g glucose po,serum plasma,substance concentration,mole volume,0.4703312
glucose in blood,1533-9,glucose mass volume serum plasma 3 hour post 75 g glucose po,glucose 3h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.47901344
glucose in blood,6755-3,glucose presence urine test strip 3 hour post 75 g glucose po,glucose 3h post 75 g glucose po,urine,prthr,presence,0.44193363
glucose in blood,32320-4,glucose mole volume serum plasma 3 hour post 75 g glucose po,glucose 3h post 75 g glucose po,serum plasma,substance concentration,mole volume,0.46471298
glucose in blood,1534-7,glucose mass volume serum plasma 3 minute post 0 5 g kg glucose iv,glucose 3m post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,0.4805258
glucose in blood,10968-6,glucose presence urine test strip 4 5 hour post 75 g glucose po,glucose 4 5h post 75 g glucose po,urine,prthr,presence,0.44063002
glucose in blood,1535-4,glucose mass volume serum plasma 40 minute post 0 5 g kg glucose iv,glucose 40m post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,0.47572052
glucose in blood,11143-5,glucose mass volume serum plasma 45 minute post 100 g glucose po,glucose 45m post 100 g glucose po,serum plasma,mass concentration,mass volume,0.48093593
glucose in blood,55352-9,glucose mole volume serum plasma 45 minute post 75 g glucose po,glucose 45m post 75 g glucose po,serum plasma,substance concentration,mole volume,0.46668628
glucose in blood,1537-0,glucose mass volume serum plasma 4 hour post 100 g glucose po,glucose 4h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.47996825
glucose in blood,1539-6,glucose mass volume serum plasma 4 hour post 75 g glucose po,glucose 4h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.47728202
glucose in blood,6757-9,glucose presence urine test strip 4 hour post 75 g glucose po,glucose 4h post 75 g glucose po,urine,prthr,presence,0.44017527
glucose in blood,32321-2,glucose mole volume serum plasma 4 hour post 75 g glucose po,glucose 4h post 75 g glucose po,serum plasma,substance concentration,mole volume,0.46334818
glucose in blood,9378-1,glucose mass volume serum plasma 5 5 hour post 100 g glucose po,glucose 5 5h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.4784725
glucose in blood,14137-4,glucose mass volume serum plasma 5 5 hour post 75 g glucose po,glucose 5 5h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.4749145
glucose in blood,1540-4,glucose mass volume serum plasma 5 hour post 100 g glucose po,glucose 5h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.47902533
glucose in blood,48810-6,glucose mass volume serum plasma 5 hour post 50 g glucose po,glucose 5h post 50 g glucose po,serum plasma,mass concentration,mass volume,0.47651398
glucose in blood,1542-0,glucose mass volume serum plasma 5 hour post 75 g glucose po,glucose 5h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.4809934
glucose in blood,6758-7,glucose presence urine test strip 5 hour post 75 g glucose po,glucose 5h post 75 g glucose po,urine,prthr,presence,0.43871886
glucose in blood,32322-0,glucose mole volume serum plasma 5 hour post 75 g glucose po,glucose 5h post 75 g glucose po,serum plasma,substance concentration,mole volume,0.4655005
glucose in blood,1543-8,glucose mass volume serum plasma 5 minute post 0 5 g kg glucose iv,glucose 5m post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,0.48115364
glucose in blood,1544-6,glucose mass volume serum plasma 6 hour post 100 g glucose po,glucose 6h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.4824741
glucose in blood,6760-3,glucose mass volume serum plasma 6 hour post 75 g glucose po,glucose 6h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.48309654
glucose in blood,6759-5,glucose presence urine test strip 6 hour post 75 g glucose po,glucose 6h post 75 g glucose po,urine,prthr,presence,0.44307968
glucose in blood,41897-0,glucose meter device vendor name,vendor device name,glucose meter device,id,,0.104313746
glucose in blood,54486-6,glucose mass volume water,glucose,water,mass concentration,mass volume,0.80836594
glucose in blood,2349-9,glucose presence urine,glucose,urine,prthr,presence,0.7845325
glucose in blood,54487-4,glucose mole volume water,glucose,water,substance concentration,mole volume,0.7934153
glucose in blood,43151-0,glucose meter device panel,glucose meter device panel,patient,,,0.44112882
glucose in blood,41899-6,glucose meter device vendor serial number,vendor serial number,glucose meter device,id,,0.102700435
glucose in blood,75864-9,hedis 2015 2018 value set glucose test,hedis 2015 2018 value set glucose test,patient,,,0.4195556
glucose in blood,90996-0,hedis 2019 2020 value set glucose test,hedis 2019 2020 value set glucose test,patient,,,0.4202775
glucose in blood,15076-3,glucose mole volume urine,glucose,urine,substance concentration,mole volume,0.8020763
glucose in blood,6763-7,glucose presence urine test strip 1 5 hour post 75 g glucose po,glucose 1 5h post 75 g glucose po,urine,prthr,presence,0.44125488
glucose in blood,1499-3,glucose mass volume serum plasma 1 hour post 0 5 g kg glucose iv,glucose 1h post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,0.4882745
glucose in blood,1501-6,glucose mass volume serum plasma 1 hour post 100 g glucose po,glucose 1h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.48186737
glucose in blood,14753-8,glucose mole volume serum plasma 1 hour post 100 g glucose po,glucose 1h post 100 g glucose po,serum plasma,substance concentration,mole volume,0.47088984
glucose in blood,14754-6,glucose mole volume serum plasma 1 hour post 50 g glucose po,glucose 1h post 50 g glucose po,serum plasma,substance concentration,mole volume,0.47268397
glucose in blood,1507-3,glucose mass volume serum plasma 1 hour post 75 g glucose po,glucose 1h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.4809808
glucose in blood,6748-8,glucose presence urine test strip 1 hour post 75 g glucose po,glucose 1h post 75 g glucose po,urine,prthr,presence,0.44130632
glucose in blood,51597-3,glucose mole volume serum plasma 1 hour post 75 g glucose po,glucose 1h post 75 g glucose po,serum plasma,substance concentration,mole volume,0.46672496
glucose in blood,1514-9,glucose mass volume serum plasma 2 hour post 100 g glucose po,glucose 2h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.47865525
glucose in blood,14757-9,glucose mole volume serum plasma 2 hour post 100 g glucose po,glucose 2h post 100 g glucose po,serum plasma,substance concentration,mole volume,0.4707166
glucose in blood,41024-1,glucose mass volume serum plasma 2 hour post 50 g glucose po,glucose 2h post 50 g glucose po,serum plasma,mass concentration,mass volume,0.47754228
glucose in blood,1518-0,glucose mass volume serum plasma 2 hour post 75 g glucose po,glucose 2h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.47970194
glucose in blood,14995-5,glucose mole volume serum plasma 2 hour post 75 g glucose po,glucose 2h post 75 g glucose po,serum plasma,substance concentration,mole volume,0.47043645
glucose in blood,9377-3,glucose mass volume serum plasma 4 5 hour post 100 g glucose po,glucose 4 5h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.47991356
glucose in blood,6756-1,glucose mass volume serum plasma 4 5 hour post 75 g glucose po,glucose 4 5h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.47969255
glucose in blood,101652-6,somatotropin glucose post glucose stimulation panel serum plasma,somatotropin glucose post glucose stimulation panel,serum plasma,,,0.4370648
glucose in blood,49689-3,glucose tolerance interpretation serum plasma narrative post 100 g glucose po,glucose tolerance post 100 g glucose po,serum plasma,imp,interpretation,0.45704618
glucose in blood,49688-5,glucose tolerance interpretation serum plasma narrative post 75 g glucose po,glucose tolerance post 75 g glucose po,serum plasma,imp,interpretation,0.4544925
glucose in blood,101308-5,glucose post arginine stimulation panel serum plasma,glucose post arginine stimulation panel,serum plasma,,,0.44297346
glucose in blood,95102-0,glucose post fasting meal stimulation panel serum plasma,glucose post fasting meal stimulation panel,serum plasma,,,0.44650045
glucose in blood,92820-0,glucose post glucagon stimulation panel serum plasma,glucose post glucagon stimulation panel,serum plasma,,,0.45474413
glucose in blood,96077-3,hedis 2020 value set glucose test,hedis measurement year 2020 value set glucose test,patient,,,0.42454398
glucose in blood,16913-6,fasting glucose presence urine,glucose post cfst,urine,prthr,presence,0.4408413
glucose in blood,95126-9,lipid glucose panel serum plasma,lipid glucose panel,serum plasma,,,0.45702437
glucose in blood,45060-1,protein glucose panel urine test strip,protein glucose panel,urine,,,0.4500249
glucose in blood,99504-3,glucose mass volume interstitial fluid,glucose,interstitial fluid,mass concentration,mass volume,0.8084038
glucose in blood,53050-1,glucose mass volume total parental nutrition,glucose,tpn,mass concentration,mass volume,0.79091305
glucose in blood,2350-7,glucose mass volume urine,glucose,urine,mass concentration,mass volume,0.81571686
glucose in blood,35662-6,glucose mass volume urine collected unspecified duration,glucose,urine,mass concentration,mass volume,0.81771904
glucose in blood,21307-4,glucose mass time 10 hour urine,glucose,urine,mrat,mass time,0.8169055
glucose in blood,58997-8,glucose mass time 18 hour urine,glucose,urine,mrat,mass time,0.80559766
glucose in blood,18227-9,glucose mass time 6 hour urine,glucose,urine,mrat,mass time,0.82178664
glucose in blood,35212-0,glucose mass mole volume urine,glucose,urine,mass substance concentration,mass mole volume,0.80211926
glucose in blood,32174-5,glucose presence 24 hour urine,glucose,urine,prthr,presence,0.7801514
glucose in blood,51595-7,glucose presence stool,glucose,stool,prthr,presence,0.75969744
glucose in blood,74687-5,glucose mole volume 12 hour urine,glucose,urine,substance concentration,mole volume,0.8029273
glucose in blood,53084-0,glucose mole volume nonbiological fluid,glucose,flu nonbiological,substance concentration,mole volume,0.79105616
glucose in blood,105272-9,glucose mole volume interstitial fluid,glucose,interstitial fluid,substance concentration,mole volume,0.795318
glucose in blood,74351-8,glucose mole volume urine collected unspecified duration,glucose,urine,substance concentration,mole volume,0.808595
glucose in blood,74686-7,glucose mole time 12 hour urine,glucose,urine,srat,mole time,0.808135
glucose in blood,1492-8,glucose mass volume serum plasma 1 5 hour post 0 5 g kg glucose iv,glucose 1 5h post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,0.48353788
glucose in blood,1494-4,glucose mass volume serum plasma 1 5 hour post 100 g glucose po,glucose 1 5h post 100 g glucose po,serum plasma,mass concentration,mass volume,0.4820978
glucose in blood,1496-9,glucose mass volume serum plasma 1 5 hour post 75 g glucose po,glucose 1 5h post 75 g glucose po,serum plasma,mass concentration,mass volume,0.48148778
glucose in blood,55351-1,glucose mole volume serum plasma 1 5 hour post 75 g glucose po,glucose 1 5h post 75 g glucose po,serum plasma,substance concentration,mole volume,0.46646112
glucose in blood,1504-0,glucose mass volume serum plasma 1 hour post 50 g glucose po,glucose 1h post 50 g glucose po,serum plasma,mass concentration,mass volume,0.48376608
glucose in blood,61153-3,glucose mass volume peritoneal dialysis fluid baseline,glucose baseline,dial fluid prt,mass concentration,mass volume,0.45651007
glucose in blood,1547-9,glucose mass volume serum plasma baseline,glucose baseline,serum plasma,mass concentration,mass volume,0.48331854
glucose in blood,14768-6,glucose mole volume serum plasma baseline,glucose baseline,serum plasma,substance concentration,mole volume,0.47073898
glucose in blood,63382-6,fasting glucose mass volume urine,glucose post cfst,urine,mass concentration,mass volume,0.46509743
glucose in blood,53114-5,fasting glucose mole volume urine,glucose post cfst,urine,substance concentration,mole volume,0.4510276
glucose in blood,55394-1,protein glucose panel cerebral spinal fluid,protein glucose panel,cerebrospinal fluid,,,0.43404332
