Query,LOINC Code,Name,Component,System,Property,Measurement,Status,Units,Normalized_Score
cells in urine,99874-0,superficial transitional cell volume urine sediment computer assisted method,transitional cell superficial,urine sed,number concentration,volume,active,p ul,0.20844246
cells in urine,87830-6,epithelial cell presence urine,epithelial cell,urine,prthr,presence,active,,0.29781595
cells in urine,26051-3,epithelial cell extrarenal area urine sediment microscopy high power field,epithelial cell extrarenal,urine sed,naric,area,active,hpf,0.22140595
cells in urine,105117-6,epithelial cell squamous area urine sediment,epithelial cell squamous,urine sed,naric,area,active,hpf,0.2108288
cells in urine,105120-0,epithelial cell squamous presence urine sediment,epithelial cell squamous,urine sed,prthr,presence,active,,0.19392094
cells in urine,44899-3,malignant cell cell urine manual count,malignant cell cell,urine,nfr,,active,,0.30017504
cells in urine,99870-8,erythrocyte ghost cell area urine sediment computer assisted method,erythrocyte ghost cell,urine sed,naric,area,active,p hpf,0.20986651
cells in urine,99869-0,erythrocyte ghost cell presence urine sediment computer assisted method,erythrocyte ghost cell,urine sed,prthr,presence,active,,0.19656292
cells in urine,53973-4,erythrocyte ghost cell presence urine sediment light microscopy,erythrocyte ghost cell,urine sed,prthr,presence,active,,0.22155301
cells in urine,30383-4,epithelial cell volume urine,epithelial cell,urine,number concentration,volume,active,ul,0.30800357
cells in urine,99871-6,erythrocyte ghost cell volume urine sediment computer assisted method,erythrocyte ghost cell,urine sed,number concentration,volume,active,p ul,0.20869154
cells in urine,105089-7,epithelial cell non squamous presence urine,epithelial cell non squamous,urine,prthr,presence,active,,0.28896275
cells in urine,49754-5,deprecated epithelial cell squamous presence urine sediment light microscopy,epithelial cell squamous,urine sed,amount concentration,presence,deprecated,,0.22068197
cells in urine,33219-7,epithelial cell squamous area urine sediment automated count,epithelial cell squamous,urine sed,naric,area,active,hpf,0.20791376
cells in urine,11277-1,epithelial cell squamous area urine sediment microscopy high power field,epithelial cell squamous,urine sed,naric,area,active,hpf,0.22709602
cells in urine,45390-2,epithelial cell squamous area urine sediment microscopy low power field,epithelial cell squamous,urine sed,naric,area,active,lpf,0.21702377
cells in urine,13654-9,epithelial cell squamous volume urine sediment,epithelial cell squamous,urine sed,number concentration,volume,active,ml,0.22046196
cells in urine,12258-0,epithelial cell squamous presence urine sediment light microscopy,epithelial cell squamous,urine sed,prthr,presence,active,,0.21513994
cells in urine,33220-5,transitional cell area urine computer assisted method,transitional cell,urine,naric,area,active,hpf,0.29974926
cells in urine,53272-1,transitional cell presence urine computer assisted method,transitional cell,urine,prthr,presence,active,,0.288466
cells in urine,50225-2,epithelial cell non squamous presence urine automated,epithelial cell non squamous,urine,prthr,presence,active,,0.29516074
cells in urine,33221-3,epithelial cell renal area urine computer assisted method,epithelial cell renal,urine,naric,area,active,hpf,0.3049589
cells in urine,53271-3,epithelial cell renal presence urine computer assisted method,epithelial cell renal,urine,prthr,presence,active,,0.2922904
cells in urine,87926-2,epithelial cell volume urine automated,epithelial cell,urine,number concentration,volume,active,ul,0.30707684
cells in urine,24123-2,epithelial cell volume urine manual count,epithelial cell,urine,number concentration,volume,active,ul,0.30543166
cells in urine,53275-4,transitional cell volume urine computer assisted method,transitional cell,urine,number concentration,volume,active,ul,0.300355
cells in urine,51485-1,epithelial cell non squamous volume urine automated count,epithelial cell non squamous,urine,number concentration,volume,active,ul,0.29807115
cells in urine,53274-7,epithelial cell renal volume urine computer assisted method,epithelial cell renal,urine,number concentration,volume,active,ul,0.30295268
cells in urine,105087-1,epithelial cell squamous presence urine,epithelial cell squamous,urine,prthr,presence,active,,0.28580517
cells in urine,99866-6,acanthocyte erythrocyte urine sediment computer assisted method,acanthocyte erythrocyte,urine sed,nfr,,active,,0.18623188
cells in urine,99862-5,erythrocyte dysmorphic area urine sediment computer assisted method,erythrocyte dysmorphic,urine sed,naric,area,active,p hpf,0.19436432
cells in urine,58444-1,erythrocyte dysmorphic presence urine sediment light microscopy,erythrocyte dysmorphic,urine sed,prthr,presence,active,,0.20748742
cells in urine,53967-6,erythrocyte dysmorphic erythrocyte urine sediment light microscopy,erythrocyte dysmorphic erythrocyte,urine sed,nfr,,active,,0.20690303
cells in urine,53270-5,urinalysis type non squamous epithelial cell panel urine computer assisted method,urinalysis type non squamous epithelial cell panel,urine,,,active,,0.29424125
cells in urine,105107-7,erythrocyte area urine sediment,erythrocyte,urine sed,naric,area,active,hpf,0.20687705
cells in urine,105090-5,erythrocyte presence urine sediment,erythrocyte,urine sed,prthr,presence,active,,0.1912542
cells in urine,99863-3,erythrocyte dysmorphic presence urine sediment computer assisted method,erythrocyte dysmorphic,urine sed,prthr,presence,active,,0.17912777
cells in urine,53966-8,erythrocyte dysmorphic g1 erythrocyte urine sediment light microscopy,erythrocyte dysmorphic g1 erythrocyte,urine sed,nfr,,active,,0.20165683
cells in urine,53318-2,epithelial cell squamous presence urine automated,epithelial cell squamous,urine,prthr,presence,active,,0.2894942
cells in urine,104650-7,epithelial cell squamous area urine computer assisted method,epithelial cell squamous,urine,naric,area,active,hpf,0.2947811
cells in urine,88970-9,rbc cast area urine sediment,erythrocyte cast,urine sed,naric,area,active,lpf,0.18772352
cells in urine,105108-5,erythrocyte volume urine sediment,erythrocyte,urine sed,number concentration,volume,active,10 6 ul,0.20280822
cells in urine,99864-1,erythrocyte dysmorphic volume urine sediment computer assisted method,erythrocyte dysmorphic,urine sed,number concentration,volume,active,p ul,0.19160345
cells in urine,53276-2,urinalysis type non squamous epithelial cell panel area urine computer assisted method,urinalysis type non squamous epithelial cell panel,urine,naric,area,active,,0.3016007
cells in urine,51486-9,epithelial cell squamous volume urine automated count,epithelial cell squamous,urine,number concentration,volume,active,ul,0.29550788
cells in urine,33804-6,rbc cast presence urine sediment light microscopy,erythrocyte cast,urine sed,prthr,presence,active,,0.20297359
cells in urine,63378-4,erythrocyte clump presence urine sediment light microscopy,erythrocyte clump,urine sed,prthr,presence,active,,0.21813644
cells in urine,14290-1,deprecated erythrocyte unit volume urine sediment manual count,erythrocyte,urine sed,amount concentration,unit volume,deprecated,,0.20988517
cells in urine,46419-8,erythrocyte area urine sediment automated count,erythrocyte,urine sed,naric,area,active,,0.20283075
cells in urine,13945-1,erythrocyte area urine sediment microscopy high power field,erythrocyte,urine sed,naric,area,active,hpf,0.22519043
cells in urine,32776-7,erythrocyte presence urine sediment light microscopy,erythrocyte,urine sed,prthr,presence,active,,0.21464574
cells in urine,33051-4,erythrocyte presence urine,erythrocyte,urine,prthr,presence,active,,0.28538433
cells in urine,53273-9,urinalysis type non squamous epithelial cell panel volume urine computer assisted method,urinalysis type non squamous epithelial cell panel,urine,number concentration,volume,active,,0.30750823
cells in urine,99598-5,erythrocyte dysmorphic erythrocyte urine automated count,erythrocyte dysmorphic erythrocyte,urine,nfr,,active,,0.26951683
cells in urine,51790-4,rbc cast area urine sediment microscopy high power field,erythrocyte cast,urine sed,naric,area,active,hpf,0.2136369
cells in urine,5807-3,rbc cast area urine sediment microscopy low power field,erythrocyte cast,urine sed,naric,area,active,lpf,0.20323914
cells in urine,49505-1,erythrocyte clump area urine sediment automated count,erythrocyte clump,urine sed,naric,area,active,hpf,0.21026468
cells in urine,58449-0,erythrocyte clump area urine sediment microscopy high power field,erythrocyte clump,urine sed,naric,area,active,hpf,0.22813843
cells in urine,53974-2,erythrocyte morphology interpretation urine sediment light microscopy narrative,erythrocyte morphology,urine sed,imp,interpretation,active,,0.22688411
cells in urine,5808-1,erythrocyte volume urine sediment microscopy high power field,erythrocyte,urine sed,number concentration,volume,active,ml,0.22551103
cells in urine,53968-4,erythrocyte non dysmorphic presence urine sediment light microscopy,erythrocyte non dysmorphic,urine sed,prthr,presence,active,,0.20820211
cells in urine,68912-5,erythrocyte 24 hour urine sediment light microscopy,erythrocyte,urine sed,nrat,,active,10 6,0.21843839
cells in urine,68903-4,erythrocyte light microscopy urine sediment collected unspecified duration,erythrocyte,urine sed,nrat,,active,,0.21275762
cells in urine,33666-9,erythrocyte dysmorphic volume urine light microscopy,erythrocyte dysmorphic,urine,number concentration,volume,active,10 6 l,0.30909175
cells in urine,107173-7,rbc cast volume urine sediment computer assisted method,erythrocyte cast,urine sed,number concentration,volume,active,µl,0.19881056
cells in urine,99860-9,erythrocyte non dysmorphic area urine sediment computer assisted method,erythrocyte non dysmorphic,urine sed,naric,area,active,p hpf,0.19613643
cells in urine,99859-1,erythrocyte non dysmorphic presence urine sediment computer assisted method,erythrocyte non dysmorphic,urine sed,prthr,presence,active,,0.18222128
cells in urine,68902-6,erythrocyte volume light microscopy urine sediment collected unspecified duration,erythrocyte,urine sed,number concentration,volume,active,mm3,0.22403045
cells in urine,59830-0,erythrocyte 3 hour urine sediment light microscopy,erythrocyte,urine sed,nrat,,active,rbc min,0.21581627
cells in urine,30391-7,erythrocyte volume urine,erythrocyte,urine,number concentration,volume,active,ul,0.2955414
cells in urine,53292-9,erythrocyte presence urine automated,erythrocyte,urine,prthr,presence,active,,0.2884474
cells in urine,105105-1,leukocyte presence urine sediment,leukocyte,urine sed,prthr,presence,active,,0.19065171
cells in urine,99861-7,erythrocyte non dysmorphic volume urine sediment computer assisted method,erythrocyte non dysmorphic,urine sed,number concentration,volume,active,p ul,0.19425711
cells in urine,105104-4,leukocyte area urine sediment,leukocyte,urine sed,naric,area,active,hpf,0.20670499
cells in urine,104647-3,erythrocyte area urine computer assisted method,erythrocyte,urine,naric,area,active,hpf,0.29896036
cells in urine,53278-8,rbc cast presence urine computer assisted method,erythrocyte cast,urine,prthr,presence,active,,0.26614982
cells in urine,53358-8,erythrocyte clump area urine computer assisted method,erythrocyte clump,urine,naric,area,active,,0.2920789
cells in urine,50226-0,erythrocyte clump presence urine computer assisted method,erythrocyte clump,urine,prthr,presence,active,,0.28319743
cells in urine,798-9,erythrocyte volume urine automated count,erythrocyte,urine,number concentration,volume,active,ul,0.291811
cells in urine,799-7,erythrocyte volume urine manual count,erythrocyte,urine,number concentration,volume,active,ul,0.2928029
cells in urine,20409-9,erythrocyte volume urine test strip,erythrocyte,urine,number concentration,volume,active,ery ul rbc ul,0.30029374
cells in urine,17809-5,hematocrit volume fraction urine calculation,erythrocyte specimen volume,urine,vfr,volume fraction,active,,0.29974568
cells in urine,99867-4,acanthocyte area urine sediment computer assisted method,acanthocyte,urine sed,naric,area,active,p hpf,0.1900403
cells in urine,91135-4,acanthocyte presence urine sediment light microscopy,acanthocyte,urine sed,prthr,presence,active,,0.20210627
cells in urine,105112-7,eosinophil leukocyte urine sediment,eosinophil leukocyte,urine sed,nfr,,active,,0.18361336
cells in urine,105093-9,leukocyte clump area urine sediment,leukocyte clump,urine sed,naric,area,active,hpf,0.20805371
cells in urine,99865-8,acanthocyte presence urine sediment computer assisted method,acanthocyte,urine sed,prthr,presence,active,,0.17469363
cells in urine,88976-6,wbc cast area urine sediment,leukocyte cast,urine sed,naric,area,active,lpf,0.19107786
cells in urine,33229-6,rbc cast area urine computer assisted method,erythrocyte cast,urine,naric,area,active,hpf,0.28102642
