Query,LOINC Code,Name,Component,System,Property,Measurement,Status,Units,Normalized_Score
white blood cells count,26518-1,deprecated polymorphonuclear cell 100 leukocyte body fluid,polymorphonuclear cell 100 leukocyte,body field,nfr,,deprecated,,0.09540944
white blood cells count,11123-7,deprecated promyelocytes 100 cell bone marrow microscopy,promyelocytes 100 leukocyte,bone mar,nfr,,deprecated,,0.09507694
white blood cells count,74459-9,immature granulocyte leukocyte blood fetus,granulocyte immature leukocyte,blood fetus,nfr,,active,,0.18444692
white blood cells count,50672-5,leukocyte toxic vacuole presence blood light microscopy,leukocyte toxic vacuole,blood,prthr,presence,active,,0.27141336
white blood cells count,26447-3,blast leukocyte cerebral spinal fluid,blast leukocyte,csf,nfr,,active,,0.084040545
white blood cells count,35069-4,basophil leukocyte peritoneal fluid,basophil leukocyte,periton field,nfr,,active,,0.08670378
white blood cells count,26445-7,basophil leukocyte specimen,basophil leukocyte,xxx,nfr,,active,,0.08940928
white blood cells count,30380-0,eosinophil leukocyte peritoneal fluid,eosinophil leukocyte,periton field,nfr,,active,,0.07274514
white blood cells count,30382-6,eosinophil leukocyte stool,eosinophil leukocyte,stool,nfr,,active,,0.06501473
white blood cells count,32593-6,eosinophil leukocyte specimen,eosinophil leukocyte,xxx,nfr,,active,,0.07550928
white blood cells count,49787-5,granulocyte leukocyte pericardial fluid,granulocyte leukocyte,pericard field,nfr,,active,,0.0840565
white blood cells count,26520-7,granulocyte leukocyte peritoneal fluid,granulocyte leukocyte,periton field,nfr,,active,,0.09236481
white blood cells count,26521-5,granulocyte leukocyte semen,granulocyte leukocyte,semen,nfr,,active,,0.09693925
white blood cells count,32177-8,granulocyte leukocyte vaginal fluid,granulocyte leukocyte,vag,nfr,,active,,0.08851974
white blood cells count,59463-0,lymphocyte leukocyte dialysis fluid,lymphocyte leukocyte,dial field,nfr,,active,,0.08401485
white blood cells count,26480-4,lymphocyte leukocyte pericardial fluid,lymphocyte leukocyte,pericard field,nfr,,active,,0.084976085
white blood cells count,26482-0,lymphocyte leukocyte peritoneal fluid,lymphocyte leukocyte,periton field,nfr,,active,,0.085649505
white blood cells count,27936-4,lymphocyte leukocyte sputum,lymphocyte leukocyte,sputum,nfr,,active,,0.090702176
white blood cells count,56772-7,macrophage leukocyte bronchial specimen flow cytometry fc,macrophage leukocyte,bronchial,nfr,,active,,0.088550955
white blood cells count,32833-6,monocyte macrophage leukocyte bronchial specimen,monocyte macrophage leukocyte,bronchial,nfr,,active,,0.07706333
white blood cells count,53127-7,monocyte macrophage leukocyte tissue,monocyte macrophage leukocyte,tiss,nfr,,active,,0.082467705
white blood cells count,53227-5,leukocyte area cervix wet preparation,leukocyte,cvx,naric,area,active,hpf,0.08599285
white blood cells count,12225-9,leukocyte area sputum microscopy high power field,leukocyte,sputum,naric,area,active,hpf,0.10203779
white blood cells count,53226-7,leukocyte area urethra wet preparation,leukocyte,urethra,naric,area,active,hpf,0.07438622
white blood cells count,34469-7,leukocyte presence bile fluid light microscopy,leukocyte,bil field,prthr,presence,active,,0.10195621
white blood cells count,34445-7,leukocyte presence body fluid,leukocyte,body field,prthr,presence,active,,0.0930651
white blood cells count,14105-1,leukocyte presence nose light microscopy,leukocyte,nose,prthr,presence,active,,0.08821977
white blood cells count,30407-1,leukocyte leukocyte pericardial fluid,leukocyte leukocyte,pericard field,nfr,,active,,0.0833714
white blood cells count,30409-7,leukocyte leukocyte peritoneal fluid,leukocyte leukocyte,periton field,nfr,,active,,0.08473655
white blood cells count,30408-9,leukocyte leukocyte pleural fluid,leukocyte leukocyte,plr field,nfr,,active,,0.087192714
white blood cells count,53520-3,neutrophil leukocyte dialysis fluid,neutrophil leukocyte,dial field,nfr,,active,,0.087064795
white blood cells count,30454-3,neutrophil leukocyte pericardial fluid,neutrophil leukocyte,pericard field,nfr,,active,,0.07829863
white blood cells count,26514-0,neutrophil leukocyte peritoneal fluid,neutrophil leukocyte,periton field,nfr,,active,,0.09060652
white blood cells count,30455-0,neutrophil leukocyte pleural fluid,neutrophil leukocyte,plr field,nfr,,active,,0.08726592
white blood cells count,4659-9,leukocyte phosphatase enzymatic activity volume leukocyte,phosphatase leukocyte,wbc,cell concentration,enzymatic activity volume,active,,0.14198177
white blood cells count,88335-5,predominant leukocyte identified type ear light microscopy,predominant leukocyte identified,ear,type,type,active,,0.08594063
white blood cells count,71645-6,band form neutrophil leukocyte pure number fraction body fluid manual count,neutrophil band form leukocyte,body field,nfr df,pure number fraction,active,,0.120922565
white blood cells count,71657-1,band form neutrophil leukocyte pure number fraction cerebral spinal fluid manual count,neutrophil band form leukocyte,csf,nfr df,pure number fraction,active,,0.11869633
white blood cells count,26448-1,blast leukocyte body fluid,blast leukocyte,body field,nfr,,active,,0.08999139
white blood cells count,33374-0,blast leukocyte synovial fluid,blast leukocyte,synv field,nfr,,active,,0.08198754
white blood cells count,28543-7,basophil leukocyte body fluid,basophil leukocyte,body field,nfr,,active,,0.093511835
white blood cells count,30374-3,basophil leukocyte cerebral spinal fluid,basophil leukocyte,csf,nfr,,active,,0.08122163
white blood cells count,56771-9,eosinophil leukocyte bronchial specimen flow cytometry fc,eosinophil leukocyte,bronchial,nfr,,active,,0.08290346
white blood cells count,26451-5,eosinophil leukocyte cerebral spinal fluid,eosinophil leukocyte,csf,nfr,,active,,0.08135983
white blood cells count,74143-9,granulocyte leukocyte body fluid,granulocyte leukocyte,body field,nfr,,active,,0.096285306
white blood cells count,33963-0,granulocyte leukocyte cerebral spinal fluid,granulocyte leukocyte,csf,nfr,,active,,0.086945035
white blood cells count,74141-3,granulocyte leukocyte peritoneal dialysis fluid,granulocyte leukocyte,dial field prt,nfr,,active,,0.08797754
white blood cells count,30467-5,promyelocytes leukocyte cerebral spinal fluid,promyelocytes leukocyte,csf,nfr,,active,,0.0803955
white blood cells count,17802-0,prolymphocytes leukocyte body fluid,prolymphocytes leukocyte,body field,nfr,,active,,0.0900166
white blood cells count,30366-9,metamyelocytes leukocyte cerebral spinal fluid,metamyelocytes leukocyte,csf,nfr,,active,,0.07995407
white blood cells count,35055-3,histiocyte leukocyte body fluid,histiocyte leukocyte,body field,nfr,,active,,0.08831287
white blood cells count,26481-2,lymphocyte leukocyte pleural fluid,lymphocyte leukocyte,plr field,nfr,,active,,0.087890446
white blood cells count,30427-9,macrophage leukocyte body fluid,macrophage leukocyte,body field,nfr,,active,,0.086152814
white blood cells count,30426-1,macrophage leukocyte cerebral spinal fluid,macrophage leukocyte,csf,nfr,,active,,0.08260812
white blood cells count,26487-9,monocyte leukocyte body fluid,monocyte leukocyte,body field,nfr,,active,,0.090251505
white blood cells count,26486-1,monocyte leukocyte cerebral spinal fluid,monocyte leukocyte,csf,nfr,,active,,0.08843568
white blood cells count,35021-5,monocyte macrophage leukocyte pleural fluid,monocyte macrophage leukocyte,plr field,nfr,,active,,0.08578529
white blood cells count,12224-2,leukocyte area nose microscopy high power field,leukocyte,nose,naric,area,active,hpf,0.08775859
white blood cells count,51770-6,leukocyte area stool microscopy high power field,leukocyte,stool,naric,area,active,hpf,0.090412915
white blood cells count,104646-5,leukocyte area urine computer assisted method,leukocyte,urine,naric,area,active,hpf,0.07714449
white blood cells count,13655-6,leukocyte presence stool light microscopy,leukocyte,stool,prthr,presence,active,,0.09207652
white blood cells count,17800-4,myelocyte leukocyte body fluid,myelocyte leukocyte,body field,nfr,,active,,0.09509027
white blood cells count,30447-7,myelocyte leukocyte cerebral spinal fluid,myelocyte leukocyte,csf,nfr,,active,,0.084144905
white blood cells count,17804-6,promonocytes leukocyte body fluid,promonocytes leukocyte,body field,nfr,,active,,0.09049228
white blood cells count,75196-6,leukocyte count protein test performed csf test finding cdc component,leukocyte count protein test performed csf test finding,patient,find,cdc component,active,,0.10349438
white blood cells count,4527-8,deprecated complement receptor 1,complement receptor 1,wbc,,,deprecated,,0.08233613
white blood cells count,4528-6,deprecated complement receptor 2,complement receptor 2,wbc,,,deprecated,,0.08650023
white blood cells count,4529-4,deprecated complement receptor 3,complement receptor 3,wbc,,,deprecated,,0.082250684
white blood cells count,4530-2,deprecated complement receptor 4,complement receptor 4,wbc,,,deprecated,,0.08560585
white blood cells count,50658-4,basophil band form leukocyte bone marrow,basophil band form leukocyte,bone mar,nfr,,active,,0.08604596
white blood cells count,26452-3,eosinophil leukocyte body fluid,eosinophil leukocyte,body field,nfr,,active,,0.08518446
white blood cells count,17834-3,eosinophil leukocyte synovial fluid,eosinophil leukocyte,synv field,nfr,,active,,0.08161781
white blood cells count,69004-0,immature granulocyte leukocyte body fluid,granulocyte immature leukocyte,body field,nfr,,active,,0.09060983
white blood cells count,69006-5,immature granulocyte leukocyte cerebral spinal fluid,granulocyte immature leukocyte,csf,nfr,,active,,0.084058985
white blood cells count,26522-3,granulocyte leukocyte synovial fluid,granulocyte leukocyte,synv field,nfr,,active,,0.091443084
white blood cells count,17799-8,promyelocytes leukocyte body fluid,promyelocytes leukocyte,body field,nfr,,active,,0.091215365
white blood cells count,17833-5,basophil leukocyte synovial fluid,basophil leukocyte,synv field,nfr,,active,,0.089970395
white blood cells count,17801-2,metamyelocytes leukocyte body fluid,metamyelocytes leukocyte,body field,nfr,,active,,0.09045436
white blood cells count,32832-8,variant lymphocyte leukocyte bronchial specimen,lymphocyte variant leukocyte,bronchial,nfr,,active,,0.072836444
white blood cells count,33409-4,variant lymphocyte leukocyte pericardial fluid,lymphocyte variant leukocyte,pericard field,nfr,,active,,0.07402954
white blood cells count,33369-0,variant lymphocyte leukocyte peritoneal fluid,lymphocyte variant leukocyte,periton field,nfr,,active,,0.080238774
white blood cells count,33370-8,variant lymphocyte leukocyte pleural fluid,lymphocyte variant leukocyte,plr field,nfr,,active,,0.08191301
white blood cells count,11031-2,lymphocyte leukocyte body fluid,lymphocyte leukocyte,body field,nfr,,active,,0.09584713
white blood cells count,56769-3,lymphocyte leukocyte bronchial specimen flow cytometry fc,lymphocyte leukocyte,bronchial,nfr,,active,,0.088238835
white blood cells count,26479-6,lymphocyte leukocyte cerebral spinal fluid,lymphocyte leukocyte,csf,nfr,,active,,0.08681415
white blood cells count,26483-8,lymphocyte leukocyte synovial fluid,lymphocyte leukocyte,synv field,nfr,,active,,0.083335556
white blood cells count,33376-5,macrophage leukocyte synovial fluid,macrophage leukocyte,synv field,nfr,,active,,0.086394414
white blood cells count,17835-0,monocyte leukocyte synovial fluid,monocyte leukocyte,synv field,nfr,,active,,0.089308225
white blood cells count,53125-1,monocyte macrophage leukocyte bone marrow,monocyte macrophage leukocyte,bone mar,nfr,,active,,0.083218694
white blood cells count,30436-0,monocyte macrophage leukocyte cerebral spinal fluid,monocyte macrophage leukocyte,csf,nfr,,active,,0.082654536
white blood cells count,35020-7,monocyte macrophage leukocyte peritoneal fluid,monocyte macrophage leukocyte,periton field,nfr,,active,,0.08335178
white blood cells count,30439-4,monocyte macrophage leukocyte specimen,monocyte macrophage leukocyte,xxx,nfr,,active,,0.08080722
white blood cells count,96712-5,leukocyte area body fluid light microscopy,leukocyte,body field,naric,area,active,field,0.10520073
white blood cells count,49224-9,leukocyte area semen microscopy high power field,leukocyte,semen,naric,area,active,hpf,0.1034057
white blood cells count,44092-5,leukocyte area vaginal fluid wet preparation,leukocyte,vag,naric,area,active,,0.08297267
white blood cells count,53225-9,leukocyte area specimen wet preparation,leukocyte,xxx,naric,area,active,hpf,0.084561735
white blood cells count,99928-4,leukocyte presence body fluid automated,leukocyte,body field,prthr,presence,active,,0.09434232
white blood cells count,42327-7,leukocyte presence stool methylene blue stain,leukocyte,stool,prthr,presence,active,,0.085117325
white blood cells count,32142-2,leukocyte presence synovial fluid light microscopy,leukocyte,synv field,prthr,presence,active,,0.0957266
white blood cells count,12226-7,leukocyte presence vaginal fluid wet preparation,leukocyte,vag,prthr,presence,active,,0.08520919
white blood cells count,72163-9,leukocyte presence specimen gram stain,leukocyte,xxx,prthr,presence,active,,0.09919946
white blood cells count,32761-9,leukocyte presence specimen wet preparation,leukocyte,xxx,prthr,presence,active,,0.082141764
white blood cells count,26473-9,leukocyte leukocyte body fluid,leukocyte leukocyte,body field,nfr,,active,,0.09394649
